judul,link,portal_berita,sentimen_prediksi,confidence,label_manual,text_berita_clean
"Indonesia Kaya Hadirkan Padel Berkebaya, Kebaya Tampil Sporty di Lapangan Padel - isknews.com",https://news.google.com/rss/articles/CBMioAFBVV95cUxOdG9FRXhUa012MHcwRVc2bzk3SHVXVWpzM19FYXN0c0pLRXdobjMtMldHcGhhUG1LMTJEMV9iQXdNWDZwRmk1R0FlY2I5TExlaTdhWmIzUDdwRUZicC12STZqMWRMa29vMjI0aGJ0dXlxYnVHekgzMGdJM0k2dzN2dzFhNG9DbFMyLWliT0FpRWhqSUlVWXA5U3BPWHcxdjBR?oc=5,isknews.com,Positif,0.9996765851974487,netral,indonesia kaya hadir padel kebaya kebaya tampil sporty lapang padel isknews com
Padel Lampung Konsisten Bangun Kompetisi dan Prestasi - RRI.co.id,https://news.google.com/rss/articles/CBMiZEFVX3lxTFA3U2xQaVlDZnp0RDFHalVvU2J3TkZUVWllaV9wZ3VycnhOdjl3XzFFYzl5UUJFazVzSmNkTDdCenliNGtVWmx1OS1ZRkd2SE5XMkUxTVNiNHpKU2FYMVU0cXgzNWU?oc=5,RRI.co.id,Positif,0.999816358089447,positif,padel lampung konsisten bangun kompetisi prestasi rri co id
Padel dan Makan Malam Jadi Cara Pemain Persib Bangun Kesolidan,https://www.detik.com/jabar/sepakbola/d-8023394/padel-dan-makan-malam-jadi-cara-pemain-persib-bangun-kesolidan,Detik.com,Positif,0.9997156262397766,netral,
"Polemik lapangan padel, Legislator: Perizinan harus transparan - ANTARA News",https://news.google.com/rss/articles/CBMipAFBVV95cUxNakNVVV94eXpobGFCV0dlSFVFSTAycFZaR3Z5X2pCQUlaV2J2M0kxYXJxd19HQXNhaF9kamdGblNDbmxwYmZsdmRDYkNMZk1GckplR28tWkVxUnFlbGRJOHVYdVRsdTM3QjM5LU52djZRTmlxM09FdkRaMWZzVTc2dHgwczBtX0NubzRraHFOZ2k3TUYxb1hGRW1aaWs3Mm1SZzFFNtIBpwFBVV95cUxPNGRDamVXTnBQUHVXWld3MHBvSTVSMFhMeTNjN0RtTTJ5UXVxTXAxR0FYaktHd2w1aVpjTWZrbE83ejk0Mk5xSGgtUXhPaktIb1UzOEZjcmNUV2lwRVpCazFzeFNjZVNxbHk5QW91NE9IMW00Uy1vNHJSQUVGSDZGWGhYQ0dlTkRISTJtdTlmNTZmTElPLXk4TGlselNuWmd1ajdOMldYSQ?oc=5,ANTARA News,Netral,0.9997705817222595,netral,polemik lapang padel legislator izin transparan news
Lapangan MMT Padel di Kembangan Disegel - Beritajakarta.id,https://news.google.com/rss/articles/CBMihAFBVV95cUxNS0xqMjVVVlFiRVIwV0F6eEpxSU1Ca2dra2VfTlNuaGNUMUxZRi0xaGEycFdaVG5aRDZOYXdyTTJoVFp6S203MFFTamxHVEUwc0R2c0pzdUpHWmhqTWRjcnF1RTVaWWFNU2xvWHJxV0JZTmtXSko2bk1wOVoxZ3VHZUN3WEk?oc=5,Beritajakarta.id,Netral,0.9997871518135071,netral,lapang mmt padel kembang segel beritajakarta id
Ahmad Luthfi Didapuk sebagai Dewan Pelindung Perkumpulan Padel di Jateng,https://news.detik.com/bangun-indonesia/d-8139879/ahmad-luthfi-didapuk-sebagai-dewan-pelindung-perkumpulan-padel-di-jateng,Detik.com,Positif,0.9998149275779724,positif,ucap selamat urus bentuk pbpi organisasi akuntabel lahir atlet profesional luthfi terang tulis rabu 1 10 2025 urus organisasi kukuh hotel santika semarang luthfi pesan pbpi jateng koordinasi koni organisasi henti formalitas selenggara kompetisi padel jateng padel primadona orang sisi lalin ketua pbpi jawa arganto cahyo wibowo pangarso papar kembang padel jawa signifikan bukti fasilitas lapang padel semarang sebar kendal kalong kudus karanganyar tahap bangun kembang padel jateng signifikan arganto arganto pbpi jateng wadah lahir atlet hasil prestasi satu agenda kompetisi gengsi turnamen model series gelar turnamen padel rebut piala gubernur harap kolaborasi perintah usaha komunitas jalan pbpi jateng prestasi ketua pbpi galih dimuntur kartasasmita sebut jawa atlet muda potensial dorong kunci u-17 sosialisasi regenerasi atlet jalan alih olahraga rekreasi padel pupuk prestasi main olahraga for fun senang prestasi bangga pbpi pusat kirim timnas padel asia cup
"Lapangan Padel Dilaporkan Bising, Begini Aturan soal Kebisingan di RI - detikNews",https://news.google.com/rss/articles/CBMirAFBVV95cUxOdUZubUYxZXJ5anpTbmZhaU1GTzVpeE5wd2VDUzhoVkRqUlNucWl6ZHJ1bWZHTHFIVy1MaUEwbnBvQnJKZFp2YjU5T19FckhpWnFzSGpfM0ZITG44aEU5cHB2VTNJbXJGMWQxeDN5SDlHTnk4OWNfRE5xMHd4N3g1XzFycUdaZTVzUVV0WWJiMnp2bm5IeU10eUZQdW16cGJNeVkxUWgwbU81SUVR0gGyAUFVX3lxTE1YaVpfMjFMOUp6Y3l2UDlHbFVrRHBfblB4ZFZNNHg0OEFBVWxLcEg0M216Ni02eUxxV3QwTTNpV2ZMT1liVzl5MjdQYmY2bnl6XzdQeW1YQ2U1ZTE5eVc3djgwOWQzcHFNcWNyVVdSTzVIZ1hwRkVZckxYMkhRQkcwbzFNTVJNSjJHb054RG83NzNnQW1JRkpEdWtXYjRIOGVYX0ZYaU04NTRBVXJhSnpUUHc?oc=5,detikNews,Netral,0.9997740387916565,netral,lapang padel lapor bising atur bising ri detiknews
"Lapangan Padel Dilarang Dibangun di Perumahan Jakarta, Bagaimana Nasib yang Sudah Berdiri? - Kompas.com",https://news.google.com/rss/articles/CBMiwwFBVV95cUxORkJ3cFk1SHpva0pMbWhmRFlzWEhfRGd4OVh6LXJvbjlvdVJ3Z1JVWTR6elpZbHRBaW5vOHB0SGs5NU1FM1pzZHRFSUFUMzNwVnJmLUxNYzJOYV9GcVdZcS0zN0tyeHJrenZ5Vmt6TXRZMlBhZmRDLXQtNlpTX2RuenZhYVZBM2hROENrOFNsSGhKUTV6QklIdXk3U0N2QUg4N0xwdDFFTVlBN3ZHMVdlb2dyVVF3RU9GLUFvV2xpMzhzSWc?oc=5,Kompas.com,Netral,0.9550853371620178,netral,lapang padel larang bangun rumah jakarta nasib diri kompas com
"8 Raket Padel untuk Pemula yang Nyaman Dipakai, Cocok untuk Mulai Main Lifestyle 21 April 2026 Bingung pilih raket padel pertama? Kenali tips dan rekomendasi raket yang nyaman untuk pemula agar permainan makin optimal",https://lifestyle.kompas.com/read/2026/04/21/143902320/8-raket-padel-untuk-pemula-yang-nyaman-dipakai-cocok-untuk-mulai-main,Kompas.com,Netral,0.9997890591621399,negatif,kompas com olahraga padel populer coba mula pilih raket langkah alam main pilih raket padel mula raket berat fokus power main sulit teknik dasar bentuk pilih raket padel mula harga brand karakter raket pengaruh nyaman main teknik dasar tahap adaptasi pilih main sulit risiko timbul cedera pilih aspek teknis perhati beli raket padel tahap mampu arah bola banding hasil pukul keras raket karakter kontrol main jaga akurasi bangun konsistensi main raket power cenderung sulit kendali butuh teknik matang bobot raket pengaruh langsung nyaman tahan main raket berat beban gelang tangan cepat lelah mula biasa acu mula raket bobot 355 370 gram ringan korban stabilitas sweet spot optimal muka raket hasil pukul stabil mula raket sweet spot luas forgiving salah sweet spot bola pukul titik sempurna raket padel bagi bentuk utama tahap raket bentuk round aman kendali nyaman grip abai pengaruh kontrol risiko cedera raket pas tangan sebab tegang gelang siku pilih raket grip stabil licin genggam main raket entry-level rencana main rutin pilih raket kualitas material investasi raket build quality awet performa konsisten jangka paham poin pilih raket padel butuh rekomendasi raket padel mula timbang adidas drive 3 5 raket rancang main mula fokus kontrol mudah guna bentuk round sweet spot luas jaga akurasi pukul teknik konsisten material fiberglass core eva soft feel lembut pukul bola karakter redam getar gelang tangan main durasi bobot relatif ringan balance cenderung rendah raket utama kontrol ajar teknik dasar stabil karakter carlton tetra force cenderung sederhana kendali mula main material fiberglass core eva feel lembut impact kurang getar raket tangan main biasa intensitas main produk coba padel raket ringan beban banding raket entry-level joma open eva soft tawar imbang kontrol nyaman raket jaga arah bola stabil pukul lemah kombinasi fiberglass core eva soft hasil sensasi pukul empuk getar minim karakter buat sesi latih raket ajar padel feel main rutin beda raket mula wilson blade elite v2 tawar karakter dinamis bentuk teardrop kombinasi kontrol power imbang material carbon-fiberglass hasil feel responsif pukul karakter butuh adaptasi banding raket forgiving raket biasa main tingkat intensitas main bullpadel indiga control rancang khusus main mula utama kontrol raket jaga akurasi pukul teknik kembang bobot ringan tangan cepat lelah sesi latih respons stabil tingkat konsistensi produk main percaya unggul nox x-one evo sweet spot luas main hasil pukul konsisten raket fleksibel kaku buat situasi main mula adaptasi timing teknik produk cari main guna hari head vibe tawar karakter main kombinasi kontrol power imbang buat tuntut teknik material fiberglass feel lembut beban tangan main durasi sweet spot luas jaga stabilitas pukul raket main santai kembang tahap raket entry-level kuikma pr comfort tawar nyaman bentuk round balance rendah main jaga kontrol material fiberglass core eva feel empuk keras tangan karakter redam getar latih rutin produk raket mula pakai jangka raket padel mula karakter kendali ringan jangka produk adidas drive 3 5 bullpadel indiga control kuikma pr comfort tahap tingkat performa wilson blade elite v2 timbang raket padel mula sesuai butuh main
"3 Rekomendasi Sepatu Padel Terbaik 2025, Nyaman Tapi Tetap Stylish di Lapangan - tvOneNews",https://news.google.com/rss/articles/CBMitwFBVV95cUxQaEYyVHc5X1Y1NU0zZm01TkV5UE1EeDNsdnpBbC0wMjFXZ2JfX2hmYlVsSms3OTQ3cEg5ZEVPdEtiWk5oTEVQRUU2aGNtNmZUSFdfeDFZYkJKVFNrblM3V2NReHVnVzNOUlp4bFoydlRPcmhjNEdDZ3F3WUhYekFGd2ZhNmtfd1R1cVBIZ3J4QzBMdW1mWG8tZkZ2RmFQNEc5bkdFWHVRRk04RHY0eE5obnBQQW5YVkXSAbwBQVVfeXFMTVF1SW04T29GRXhNRTY3eFNEOVM3V3FmNXlnUUlWakFILVZwOW91Z1UyNG5UMTVidFVaVUlIeGJjdE9yZmtUNXhicGgzZTBvLVhHSnBiS2JDZVE5U0ZYZ3JTSnBJbTJyX2x0MlZRZTBrZDdtN3JfcWhiVkU5N20tS1Y4THFENmFDa05xSFNPSDJHNXhabXdhbkFId2l3bVBpbzdJWUR2MmlraUFHYXFsWGN4UmZ0Y1JrTFhkTFA?oc=5,tvOneNews,Positif,0.9945740103721619,netral,3 rekomendasi sepatu padel 2025 stylish lapang
"5 Fakta Ledakan Lapangan Padel di Bogor, Rusak SD hingga Dugaan Gas Bocor",https://www.detik.com/jabar/berita/d-8437078/5-fakta-ledakan-lapangan-padel-di-bogor-rusak-sd-hingga-dugaan-gas-bocor,Detik.com,Negatif,0.9969498515129089,netral,
"Satpol PP DKI Awasi Lapangan Padel Disegel, Pengelola Terancam Sanksi Bertahap - MetroTVNews.com",https://news.google.com/rss/articles/CBMiuwFBVV95cUxPUUFFRXB2MW1Md1ExTUZlM0d0cTJ0SElQcHVzTk9tQ2p2d0xjazNOVFdVbTlaLWRaY1R4Mm1qRXVOaFp0Q2t1YjhpX3Bvd0dfWENBNjRWU1VFZy1TQzNLbnVhdnRxZEc2dG5uQUJueXdFdFVGYU00UHVGVkJ1MEFCYnpkM2dLZm9zQUVEeU1MbVpxc2M1WDJXQ1NaNnpFWWFxSWFEdWxnRmNFQWhGVXZabEpoSWhqLUVXSUo0?oc=5,MetroTVNews.com,Negatif,0.9963066577911377,netral,satpol pp dki awas lapang padel segel kelola ancam sanksi tahap metrotvnews com
"Viral Proyek Lapangan Padel di Depok Disegel, Satpol PP Beri Penjelasan - detikNews",https://news.google.com/rss/articles/CBMirwFBVV95cUxPeWlLZ3lGMnZQVEZnVC0zRFBoWVh6T3ktbzVYN2RmNzFfeFJpek5DdURsTXhucHJjeG5TTVZHZlEzU0pSd19HRl80SF9kUjd6WV9jV3BkVG5NSFhhTXVOS054S3RrN0F6enNFaHMyTGRKUTItT184NEFROEsxaHJVVXlYTnVVbmUyaElVU1Q3WXUzRHlMRzlLZ29uR3pRRE9HR3dZT3NLd091OXpCTVI40gG0AUFVX3lxTE00b3JFSkdsMWx5TjNha3BFOVZCVndNeXNRYzhqUk1QdkItd0VvYkp6TjRESHJ3eHpLcU0wWHBCUEhmRk5FLWk5M3RoLVdHQm5UeUtzVlVrWExNUHpRTUN1emhuTFgwMFh4dHFBQVRGem1lczNsSFFYOV9IZlFSMDBWWGxqUFdRaTZVWlZaUm42MEJCRDVXU3RSN1RWcjh5SllYMlc1LU1QSW9VdzM2VVItZFR4bQ?oc=5,detikNews,Netral,0.99974125623703,netral,viral proyek lapang padel depok segel satpol pp jelas detiknews
"Bisnis Lapangan Padel di Swedia dan Chile Ambruk, Investor Indonesia Wajib Waspada - mediaetam.com",https://news.google.com/rss/articles/CBMipwFBVV95cUxQX2hsaEk3bDU1dm8xcmsyanBVeHZvbmwwMF9sQ2N4ZFJiZ0o2S0xjS1pNcnJjZWxzLWZnRFJDeXJQY3l5ci1haDYyX1RxUExSUkpZWEQ5YjF5NVYzMEpSc0RvdlRKeVJOTkhrYUhyMS05eEhpRVBLaVRzdHZ2Tmw3OTlqMW1JWGdvMFNncGRraUxFRzJDUk5RbWxiVGJUbk03YjZGbFh6QQ?oc=5,mediaetam.com,Negatif,0.9026296734809875,netral,bisnis lapang padel swedia chile ambruk investor indonesia wajib waspada mediaetam com
"Glow Party, Turnamen Padel Glow In The Dark Pertama di Jakarta - harpersbazaar.co.id",https://news.google.com/rss/articles/CBMitwFBVV95cUxNMjM4Qi1lbHJLZ2VQcW9GNHN1Z3JUSFdscFhJUjlWV0FUVF9LOGVWaXVHRXQ1ODQzS1lpVEMzR0s1R1llLWJqS3Y5N3R1S1NvZlZVM1hYWmJxcTRYRkNxU3BWc19oRG1WbWgwV3BFcVRTam1XOHN5MERGbUhSbjVnNXV6X2FqT25CVnUweUhfcGtUNnZSSThmNl9WRXNPLU1aYVlQZWV1OTRpZHl4MTlGQ0xuOGVSaTg?oc=5,harpersbazaar.co.id,Positif,0.9168000817298889,netral,glow party turnamen padel glow in dark jakarta harpersbazaar co id
"Diprotes Warga, Proyek Lapangan Padel di Keputih Dihentikan Sementara - JPNN.com Jatim",https://news.google.com/rss/articles/CBMisAFBVV95cUxQMUdnazBLSmtqTTV0eHQ1cE94dGpIcU8yS1dtRGRnRGR3VkdPSHcyNWF0aGZpbVI1R255dDVHS3RXaWcxUER0RGdhT09IRFRJbFFkXy1oSUROWWZUclpkaVVvRE9Nb2g0eS1vUk95LWE0ZkluRmY2a1kxLXJXMUZOaFFzN3EyM3lJV2dkLWFJY1hiM0Q5b1Y0M1BDWFZRUXNfZU9JSTgxMTU5WmpOV29tSg?oc=5,JPNN.com Jatim,Negatif,0.9987473487854004,netral,protes warga proyek lapang padel putih henti jpnn com jatim
"Pagedangan Tangerang Kini Dijuluki ""Kampung Padel"", Deretan Lapangan Menjamur - Kompas.com",https://news.google.com/rss/articles/CBMivgFBVV95cUxNc3ZjQzBpUHhFNnpnLXh1RUpnS3ppRkZFYnJLUlp5aFdqQlczRUtReGw4aG5HMnlNWGtWMGFtckFoU2Jqa2hCaVRFM2NTd1p3SDBtd1k0X2dmNlJQdkc3WjhhajlLd1BudnV0cEI1RlhGSDFHOE13dHpkSTd5enZ1STcxb1VFTHNoRUJmN0J0YW9LMzRNUFNYaGVBeXI3T21FV0s0TjI2NjE3UzRFRW9Tb1UtRWhnbWxhdTVYMXZR?oc=5,Kompas.com,Positif,0.9972737431526184,netral,pagedangan tangerang juluk kampung padel deret lapang jamur kompas com
"Kolaborasi Mester Club, Terra Court & MCN Gelar Turnamen Padel... - SINDOmakassar",https://news.google.com/rss/articles/CBMixAFBVV95cUxQTGtBQk9QdXYyeXRHY0dHRGZfNXF1RG8tbl9WUU5mNWxDWnY1MDZXWHdQNF9za0pJeFdhMzdlLXNtTzZid0N1dGFmV2hsWjl1a0h0X2dQYlBvT2hXaEY4aS00U19wYkJtTi0tWVhMdzJrRHhES0hCT1BZRmRQQTJFaENvR1FJZWVkazZYWjQ4bGF5bW9xc2daZHN3T0dsY2VBcGd2dEZCY3NjMzJMRW8yNmNZY0t2Ymp6emI3Zk05bWwxVHdo0gHLAUFVX3lxTE9MQnRrT202N0dteTQ2cDJQRFlMZWJvU0NSYTdVR1NTLVJDR0U1OEpoWFdRVFk5MlZuNW9uRHVuUTVlMy14N3BNRmIxcUxsVkJPTEFveGdpWVJhZFN5V0RmNjlVUXg1RUxicnVvcWJsaU1HZnViVFNiSnFzb1kwbFhlaklrVVp2RGk4UDFqeWxFMnJaZEp0ejh4MHBFeEgtWV9yNHBEQWs2dXFBTEV4VjA0UGZRVXYyRVMwb3VTaTlLR0Z1YUlqOHNjYzBR?oc=5,SINDOmakassar,Netral,0.9997792840003967,netral,kolaborasi mester club terra court mcn gelar turnamen padel  sindomakassar
"RI Jadi Raja Lapangan Padel di ASEAN, Paling Banyak Ada di Kota Ini - CNBC Indonesia",https://news.google.com/rss/articles/CBMiwwFBVV95cUxNWVVoSzdya2plRERyNGNCZm9VbVRJaERWNnBMb1ZXYjFPcVQ3UExzUHNxWktmNENoaU1BenhhR1kxQjU4ZUhTVXpZRzlsemFMMVJvcWpnRGNoc1c4X3BNVEozbVQ2V3QxZWVEaTRNeUdLQUt6REljcHdrRmVWRW9kTFVycVBpSXV5UDBtNHFwM3VZNHFqSDJSMFdWNG8tRVhlaXJGZHktRFlGZDZKbjNldHg3RXhGbk40QjFBVHJkRmhtdk3SAcgBQVVfeXFMUHZTYUNZRkQ1OERzNVZPQ2JyUXdUX01nYTNxWG80UUctQWdSTGp3cmtFbUp1eFR6c3I3cUhIazlmYlRJWld4Y0V4WUR3bHRyS256RXhCSkY3M29EWW5hZXVNZ1pTTk1hOVFVUFZ3WTBoaUlOYUNxOVdIb0huejBYSktJNzZrcjJiUTRSUWwyYXU2SmtydXE0dU5fV01ZWmdLZG9LS2FVbWpKdnBJMkFiRHkzY0lFa3k1TDdFZjVnOC1VbV9LdFBrMkI?oc=5,CNBC Indonesia,Positif,0.9998844861984253,netral,ri raja lapang padel asean cnbc indonesia
